#                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_570323_cov_37.907400_43   -            262 46726at72274         -            190   5.3e-82  272.8   4.7   1   1   3.2e-83   1.5e-81  271.3   4.7     6   188    18   236    14   239 0.87 # 44484 # 45269 # 1 # ID=1_43;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.640
NODE_20_length_107058_cov_38.472495_66  -            496 46726at72274         -            190   1.2e-25   89.0   2.5   3   4    0.0015     0.073   11.5   0.0    11    55   274   321   269   339 0.83 # 66355 # 67842 # -1 # ID=20_66;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.635
NODE_20_length_107058_cov_38.472495_66  -            496 46726at72274         -            190   1.2e-25   89.0   2.5   4   4   2.4e-12   1.2e-10   40.2   0.1    66   148   380   465   375   476 0.81 # 66355 # 67842 # -1 # ID=20_66;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.635
NODE_6_length_212516_cov_37.602644_133  -            292 46726at72274         -            190   7.6e-25   86.4   0.2   1   2   1.4e-08   6.8e-07   27.9   0.0     8    52    21    68    18   118 0.83 # 150388 # 151263 # -1 # ID=6_133;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.598
NODE_6_length_212516_cov_37.602644_133  -            292 46726at72274         -            190   7.6e-25   86.4   0.2   2   2   2.2e-17   1.1e-15   56.6   0.1    74   175   174   280   163   288 0.85 # 150388 # 151263 # -1 # ID=6_133;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.598
NODE_30_length_81004_cov_38.527587_15   -            256 46726at72274         -            190   4.2e-24   84.0   0.1   1   2   1.8e-07   8.8e-06   24.3   0.1    17    49    32    64    19    73 0.85 # 18475 # 19242 # 1 # ID=30_15;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_30_length_81004_cov_38.527587_15   -            256 46726at72274         -            190   4.2e-24   84.0   0.1   2   2     1e-17     5e-16   57.7   0.0    76   175   145   249   130   253 0.85 # 18475 # 19242 # 1 # ID=30_15;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_76_length_14518_cov_40.390832_12   -            258 46726at72274         -            190   2.1e-23   81.7   0.0   1   2   6.4e-09   3.1e-07   29.0   0.0     9    50    21    65    16    91 0.87 # 9990 # 10763 # 1 # ID=76_12;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.624
NODE_76_length_14518_cov_40.390832_12   -            258 46726at72274         -            190   2.1e-23   81.7   0.0   2   2   1.4e-15   6.8e-14   50.7   0.0    76   175   145   248   132   256 0.86 # 9990 # 10763 # 1 # ID=76_12;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.624
NODE_8_length_205580_cov_38.170825_184  -            368 46726at72274         -            190   4.8e-23   80.6   0.1   1   2   4.2e-07     2e-05   23.1   0.0     8    49    18    62    14    85 0.89 # 171005 # 172108 # -1 # ID=8_184;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.615
NODE_8_length_205580_cov_38.170825_184  -            368 46726at72274         -            190   4.8e-23   80.6   0.1   2   2   4.9e-17   2.3e-15   55.5   0.0    71   178   120   232    91   239 0.86 # 171005 # 172108 # -1 # ID=8_184;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.615
NODE_1_length_570323_cov_37.907400_165  -            223 46726at72274         -            190   4.9e-23   80.5   2.7   1   2   9.9e-08   4.8e-06   25.1   0.2    12    60    20    77    14   108 0.74 # 175151 # 175819 # -1 # ID=1_165;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.631
NODE_1_length_570323_cov_37.907400_165  -            223 46726at72274         -            190   4.9e-23   80.5   2.7   2   2     3e-17   1.4e-15   56.2   0.2    75   167   117   212    92   221 0.83 # 175151 # 175819 # -1 # ID=1_165;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.631
NODE_1_length_570323_cov_37.907400_412  -            381 46726at72274         -            190   1.1e-22   79.4   0.2   1   2   1.5e-05   0.00071   18.0   0.0     9    49    38    81    32    92 0.85 # 446285 # 447427 # 1 # ID=1_412;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.612
NODE_1_length_570323_cov_37.907400_412  -            381 46726at72274         -            190   1.1e-22   79.4   0.2   2   2   3.3e-18   1.6e-16   59.3   0.2    60   171   129   244   109   257 0.81 # 446285 # 447427 # 1 # ID=1_412;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.612
NODE_18_length_120383_cov_39.189658_3   -            256 46726at72274         -            190   1.3e-22   79.1   0.1   1   1   1.2e-23   5.7e-22   77.0   0.1     6   155    23   199    19   207 0.78 # 2333 # 3100 # 1 # ID=18_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.659
NODE_1_length_570323_cov_37.907400_450  -            355 46726at72274         -            190   1.6e-22   78.9   0.1   1   2   3.9e-07   1.9e-05   23.2   0.0     9    48    27    69    23    77 0.89 # 484504 # 485568 # 1 # ID=1_450;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.665
NODE_1_length_570323_cov_37.907400_450  -            355 46726at72274         -            190   1.6e-22   78.9   0.1   2   2   1.9e-16   9.4e-15   53.5   0.0    75   171   130   231   114   242 0.77 # 484504 # 485568 # 1 # ID=1_450;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.665
NODE_78_length_14166_cov_35.395841_1    -            238 46726at72274         -            190   1.7e-22   78.8   0.1   1   2   5.5e-08   2.7e-06   26.0   0.0     7    48    19    63    15    91 0.82 # 132 # 845 # -1 # ID=78_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_78_length_14166_cov_35.395841_1    -            238 46726at72274         -            190   1.7e-22   78.8   0.1   2   2   1.2e-15   5.7e-14   51.0   0.0    82   155   118   195    96   204 0.81 # 132 # 845 # -1 # ID=78_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_1_length_570323_cov_37.907400_403  -            269 46726at72274         -            190   5.2e-22   77.2   0.1   1   2   2.7e-06   0.00013   20.5   0.0     6    47    27    71    22    89 0.91 # 436293 # 437099 # 1 # ID=1_403;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.653
NODE_1_length_570323_cov_37.907400_403  -            269 46726at72274         -            190   5.2e-22   77.2   0.1   2   2   7.9e-17   3.8e-15   54.8   0.1    83   154   134   209   115   214 0.80 # 436293 # 437099 # 1 # ID=1_403;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.653
NODE_15_length_135443_cov_38.650429_19  -            242 46726at72274         -            190   7.9e-22   76.6   0.1   1   2     5e-10   2.4e-08   32.6   0.1     4    48    14    61    11   116 0.86 # 18740 # 19465 # -1 # ID=15_19;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.594
NODE_15_length_135443_cov_38.650429_19  -            242 46726at72274         -            190   7.9e-22   76.6   0.1   2   2   1.3e-11   6.3e-10   37.8   0.0    78   154   131   210   113   238 0.74 # 18740 # 19465 # -1 # ID=15_19;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.594
NODE_88_length_6683_cov_40.938389_2     -            330 46726at72274         -            190     1e-21   76.2   0.8   1   2   5.5e-08   2.6e-06   26.0   0.0    11    50    21    63    16   107 0.79 # 813 # 1802 # -1 # ID=88_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.624
NODE_88_length_6683_cov_40.938389_2     -            330 46726at72274         -            190     1e-21   76.2   0.8   2   2     5e-15   2.4e-13   48.9   0.2    63   171   113   225    91   238 0.82 # 813 # 1802 # -1 # ID=88_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.624
NODE_43_length_49495_cov_38.721802_36   -            317 46726at72274         -            190   1.1e-21   76.1   0.2   1   2   2.7e-06   0.00013   20.4   0.0     8    48    34    77    29    83 0.87 # 39486 # 40436 # -1 # ID=43_36;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.641
NODE_43_length_49495_cov_38.721802_36   -            317 46726at72274         -            190   1.1e-21   76.1   0.2   2   2   1.8e-16   8.8e-15   53.6   0.1    78   172   144   243   126   250 0.80 # 39486 # 40436 # -1 # ID=43_36;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.641
NODE_10_length_184374_cov_39.267226_166 -            345 46726at72274         -            190   1.4e-21   75.8   0.0   1   2   1.2e-05    0.0006   18.3   0.0    12    49    23    63    15    67 0.81 # 178437 # 179471 # -1 # ID=10_166;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_10_length_184374_cov_39.267226_166 -            345 46726at72274         -            190   1.4e-21   75.8   0.0   2   2   7.8e-17   3.8e-15   54.8   0.0    79   170   129   225   116   239 0.84 # 178437 # 179471 # -1 # ID=10_166;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_1_length_570323_cov_37.907400_21   -            268 46726at72274         -            190   1.7e-21   75.5   0.0   1   2   9.2e-07   4.4e-05   22.0   0.0     7    49    26    71    23   101 0.87 # 21610 # 22413 # 1 # ID=1_21;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.642
NODE_1_length_570323_cov_37.907400_21   -            268 46726at72274         -            190   1.7e-21   75.5   0.0   2   2     8e-16   3.9e-14   51.5   0.0    76   159   141   228   127   254 0.77 # 21610 # 22413 # 1 # ID=1_21;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.642
NODE_43_length_49495_cov_38.721802_3    -            598 46726at72274         -            190   2.5e-21   75.0   0.1   1   2   2.5e-06   0.00012   20.6   0.0     7    82   364   440   359   448 0.80 # 1781 # 3574 # 1 # ID=43_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.657
NODE_43_length_49495_cov_38.721802_3    -            598 46726at72274         -            190   2.5e-21   75.0   0.1   2   2   6.9e-16   3.3e-14   51.7   0.0    83   180   484   587   477   594 0.86 # 1781 # 3574 # 1 # ID=43_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.657
NODE_67_length_17658_cov_36.660827_6    -            232 46726at72274         -            190   4.2e-21   74.2   0.3   1   2   1.1e-09   5.1e-08   31.5   0.1     6    50    14    61    10    81 0.87 # 4969 # 5664 # 1 # ID=67_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.629
NODE_67_length_17658_cov_36.660827_6    -            232 46726at72274         -            190   4.2e-21   74.2   0.3   2   2   1.5e-12     7e-11   40.9   0.0    83   173   128   222   118   227 0.82 # 4969 # 5664 # 1 # ID=67_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.629
NODE_5_length_229594_cov_37.843998_12   -            503 46726at72274         -            190   1.4e-20   72.6   0.4   1   2   1.6e-08   7.7e-07   27.7   0.1     7    50   267   313   264   317 0.91 # 13465 # 14973 # -1 # ID=5_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_5_length_229594_cov_37.843998_12   -            503 46726at72274         -            190   1.4e-20   72.6   0.4   2   2   4.6e-13   2.2e-11   42.5   0.0    66   155   375   471   359   491 0.81 # 13465 # 14973 # -1 # ID=5_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_18_length_120383_cov_39.189658_48  -            344 46726at72274         -            190   3.3e-20   71.3   0.1   1   2     4e-06   0.00019   19.9   0.0     9    47    22    63    17    75 0.86 # 44636 # 45667 # 1 # ID=18_48;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.639
NODE_18_length_120383_cov_39.189658_48  -            344 46726at72274         -            190   3.3e-20   71.3   0.1   2   2   3.8e-15   1.8e-13   49.3   0.0    79   180   131   237   110   245 0.81 # 44636 # 45667 # 1 # ID=18_48;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.639
NODE_59_length_29931_cov_37.758558_21   -            607 46726at72274         -            190   4.6e-20   70.9   0.3   1   2   1.4e-07   6.8e-06   24.6   0.1     8    52   383   428   380   468 0.77 # 22695 # 24515 # -1 # ID=59_21;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.613
NODE_59_length_29931_cov_37.758558_21   -            607 46726at72274         -            190   4.6e-20   70.9   0.3   2   2   2.2e-13     1e-11   43.6   0.0    81   180   500   602   480   605 0.85 # 22695 # 24515 # -1 # ID=59_21;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.613
NODE_68_length_17250_cov_39.301520_14   -            253 46726at72274         -            190     5e-20   70.7   1.4   1   2   1.7e-06   8.4e-05   21.1   0.0    17    49    39    71    25    79 0.81 # 15574 # 16332 # 1 # ID=68_14;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.588
NODE_68_length_17250_cov_39.301520_14   -            253 46726at72274         -            190     5e-20   70.7   1.4   2   2   5.9e-15   2.8e-13   48.7   0.4    76   177   145   249   125   252 0.88 # 15574 # 16332 # 1 # ID=68_14;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.588
NODE_19_length_115842_cov_37.185885_110 -            255 46726at72274         -            190   5.8e-20   70.5   0.0   1   2   9.5e-07   4.6e-05   21.9   0.0     8    47    19    61    13   100 0.88 # 102789 # 103553 # -1 # ID=19_110;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.580
NODE_19_length_115842_cov_37.185885_110 -            255 46726at72274         -            190   5.8e-20   70.5   0.0   2   2   2.5e-14   1.2e-12   46.7   0.0    72   171   134   240   123   248 0.80 # 102789 # 103553 # -1 # ID=19_110;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.580
NODE_27_length_94916_cov_37.049589_40   -            352 46726at72274         -            190   6.1e-20   70.4   1.6   1   2   8.4e-07     4e-05   22.1   0.0     6    50    16    63    12    80 0.85 # 46584 # 47639 # -1 # ID=27_40;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.628
NODE_27_length_94916_cov_37.049589_40   -            352 46726at72274         -            190   6.1e-20   70.4   1.6   2   2   2.7e-14   1.3e-12   46.5   0.1    63   169   114   225   109   236 0.81 # 46584 # 47639 # -1 # ID=27_40;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.628
NODE_9_length_204135_cov_38.603500_155  -            371 46726at72274         -            190   7.2e-20   70.2   0.2   1   2   9.5e-06   0.00046   18.7   0.0     8    49    26    70    20    83 0.86 # 177836 # 178948 # 1 # ID=9_155;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.633
NODE_9_length_204135_cov_38.603500_155  -            371 46726at72274         -            190   7.2e-20   70.2   0.2   2   2   3.7e-15   1.8e-13   49.4   0.1    62   155   120   216   100   247 0.82 # 177836 # 178948 # 1 # ID=9_155;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.633
NODE_7_length_206175_cov_38.343773_35   -            275 46726at72274         -            190   9.8e-20   69.8   0.7   1   2   6.9e-10   3.3e-08   32.2   0.3     7    49    21    66    18   132 0.86 # 38032 # 38856 # 1 # ID=7_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.639
NODE_7_length_206175_cov_38.343773_35   -            275 46726at72274         -            190   9.8e-20   69.8   0.7   2   2   6.1e-11     3e-09   35.6   0.0    83   172   143   236   123   247 0.79 # 38032 # 38856 # 1 # ID=7_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.639
NODE_2_length_306509_cov_38.263647_246  -            249 46726at72274         -            190     1e-19   69.7   0.0   1   2   8.6e-08   4.2e-06   25.3   0.0     6    52    14    61     9    95 0.80 # 281980 # 282726 # 1 # ID=2_246;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.594
NODE_2_length_306509_cov_38.263647_246  -            249 46726at72274         -            190     1e-19   69.7   0.0   2   2   4.6e-13   2.2e-11   42.5   0.0    71   161   126   222   112   237 0.76 # 281980 # 282726 # 1 # ID=2_246;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.594
NODE_52_length_37565_cov_39.615584_12   -            260 46726at72274         -            190   1.9e-19   68.8   0.3   1   2   2.2e-05    0.0011   17.4   0.1     7    49    23    68    20    78 0.86 # 14257 # 15036 # -1 # ID=52_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.635
NODE_52_length_37565_cov_39.615584_12   -            260 46726at72274         -            190   1.9e-19   68.8   0.3   2   2   3.3e-15   1.6e-13   49.5   0.0    71   172   139   247    98   254 0.84 # 14257 # 15036 # -1 # ID=52_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.635
NODE_19_length_115842_cov_37.185885_24  -            387 46726at72274         -            190   2.2e-19   68.6   0.4   1   2   1.1e-05   0.00053   18.5   0.1     7    48    19    63    15    71 0.87 # 21227 # 22387 # 1 # ID=19_24;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.618
NODE_19_length_115842_cov_37.185885_24  -            387 46726at72274         -            190   2.2e-19   68.6   0.4   2   2   9.5e-15   4.6e-13   48.0   0.0    48   173   101   229    91   237 0.81 # 21227 # 22387 # 1 # ID=19_24;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.618
NODE_68_length_17250_cov_39.301520_7    -            343 46726at72274         -            190   2.5e-19   68.4   0.6   1   2   3.2e-05    0.0016   16.9   0.1    17    49    30    62    14    67 0.85 # 5541 # 6569 # -1 # ID=68_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.664
NODE_68_length_17250_cov_39.301520_7    -            343 46726at72274         -            190   2.5e-19   68.4   0.6   2   2   2.7e-15   1.3e-13   49.8   0.0    79   155   128   208    94   234 0.77 # 5541 # 6569 # -1 # ID=68_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.664
NODE_76_length_14518_cov_40.390832_13   -            239 46726at72274         -            190   3.1e-19   68.1   0.7   1   2   4.9e-07   2.3e-05   22.9   0.0    12    49    24    64    17    79 0.82 # 10756 # 11472 # 1 # ID=76_13;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.642
NODE_76_length_14518_cov_40.390832_13   -            239 46726at72274         -            190   3.1e-19   68.1   0.7   2   2   1.9e-13   9.1e-12   43.8   0.1    80   171   130   229   112   235 0.76 # 10756 # 11472 # 1 # ID=76_13;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.642
NODE_18_length_120383_cov_39.189658_37  -            251 46726at72274         -            190   3.2e-19   68.1   0.0   1   2   2.4e-07   1.2e-05   23.9   0.0     6    49    14    60     9    95 0.87 # 34030 # 34782 # -1 # ID=18_37;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.648
NODE_18_length_120383_cov_39.189658_37  -            251 46726at72274         -            190   3.2e-19   68.1   0.0   2   2   5.4e-13   2.6e-11   42.3   0.0    72   172   121   228   108   240 0.78 # 34030 # 34782 # -1 # ID=18_37;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.648
NODE_30_length_81004_cov_38.527587_59   -            255 46726at72274         -            190   3.2e-19   68.1   0.1   1   2   2.8e-05    0.0013   17.2   0.0     7    49    17    62    13    73 0.85 # 61597 # 62361 # 1 # ID=30_59;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.579
NODE_30_length_81004_cov_38.527587_59   -            255 46726at72274         -            190   3.2e-19   68.1   0.1   2   2   8.3e-15     4e-13   48.2   0.0    76   175   141   244   124   250 0.81 # 61597 # 62361 # 1 # ID=30_59;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.579
NODE_30_length_81004_cov_38.527587_49   -            263 46726at72274         -            190   3.6e-19   67.9   5.9   1   2   3.4e-08   1.6e-06   26.6   0.4    18    72    33   103    16   120 0.67 # 50261 # 51049 # 1 # ID=30_49;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.605
NODE_30_length_81004_cov_38.527587_49   -            263 46726at72274         -            190   3.6e-19   67.9   5.9   2   2   2.6e-12   1.3e-10   40.1   0.8    73   182   127   244   108   251 0.79 # 50261 # 51049 # 1 # ID=30_49;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.605
NODE_4_length_234169_cov_37.461050_122  -            233 46726at72274         -            190     5e-19   67.5   0.9   1   2   1.7e-05    0.0008   17.9   0.0     8    49    30    74    26    84 0.88 # 124453 # 125151 # -1 # ID=4_122;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.628
NODE_4_length_234169_cov_37.461050_122  -            233 46726at72274         -            190     5e-19   67.5   0.9   2   2   7.9e-15   3.8e-13   48.3   0.2    78   154   145   224   115   230 0.78 # 124453 # 125151 # -1 # ID=4_122;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.628
NODE_32_length_78575_cov_37.925833_2    -            343 46726at72274         -            190     6e-19   67.2   0.1   1   2   1.1e-05   0.00054   18.4   0.0     7    48    17    61    14    67 0.81 # 753 # 1781 # 1 # ID=32_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.678
NODE_32_length_78575_cov_37.925833_2    -            343 46726at72274         -            190     6e-19   67.2   0.1   2   2   4.7e-14   2.3e-12   45.7   0.0    63   172   114   228   110   236 0.81 # 753 # 1781 # 1 # ID=32_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.678
NODE_61_length_28851_cov_37.330715_11   -            255 46726at72274         -            190   6.9e-19   67.0   0.3   1   2   4.4e-05    0.0021   16.5   0.0     7    49    17    62    13    72 0.84 # 11720 # 12484 # 1 # ID=61_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578
NODE_61_length_28851_cov_37.330715_11   -            255 46726at72274         -            190   6.9e-19   67.0   0.3   2   2   8.2e-15     4e-13   48.2   0.0    83   175   148   244   127   250 0.81 # 11720 # 12484 # 1 # ID=61_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578
NODE_4_length_234169_cov_37.461050_81   -            324 46726at72274         -            190   7.3e-19   66.9   1.6   1   2    0.0016     0.078   11.4   0.1    17    48    42    73    25    81 0.84 # 84368 # 85339 # -1 # ID=4_81;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.645
NODE_4_length_234169_cov_37.461050_81   -            324 46726at72274         -            190   7.3e-19   66.9   1.6   2   2   8.2e-17   3.9e-15   54.8   0.3    59   154   129   228   110   250 0.83 # 84368 # 85339 # -1 # ID=4_81;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.645
NODE_43_length_49495_cov_38.721802_4    -            580 46726at72274         -            190   7.4e-19   66.9   0.1   1   2   9.6e-05    0.0046   15.4   0.0     6    48   348   393   345   426 0.86 # 3568 # 5307 # 1 # ID=43_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_43_length_49495_cov_38.721802_4    -            580 46726at72274         -            190   7.4e-19   66.9   0.1   2   2   4.3e-15   2.1e-13   49.1   0.0    84   171   471   560   456   573 0.87 # 3568 # 5307 # 1 # ID=43_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_2_length_306509_cov_38.263647_252  -            373 46726at72274         -            190   8.4e-19   66.7   2.0   1   2   3.6e-05    0.0018   16.8   0.0     9    48    49    91    44    98 0.85 # 288798 # 289916 # 1 # ID=2_252;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.638
NODE_2_length_306509_cov_38.263647_252  -            373 46726at72274         -            190   8.4e-19   66.7   2.0   2   2   4.8e-15   2.3e-13   49.0   0.5    56   168   129   257   112   264 0.75 # 288798 # 289916 # 1 # ID=2_252;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.638
NODE_7_length_206175_cov_38.343773_78   -            268 46726at72274         -            190     9e-19   66.6   0.4   1   2   3.1e-07   1.5e-05   23.5   0.1     7    49    19    64    17    67 0.87 # 102611 # 103414 # 1 # ID=7_78;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.657
NODE_7_length_206175_cov_38.343773_78   -            268 46726at72274         -            190     9e-19   66.6   0.4   2   2     1e-12   4.8e-11   41.4   0.0    68   154   116   209    92   215 0.80 # 102611 # 103414 # 1 # ID=7_78;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.657
NODE_3_length_236953_cov_39.268499_26   -            273 46726at72274         -            190   1.1e-18   66.4   0.6   1   2   4.2e-08     2e-06   26.3   0.1    10    49    27    69    22    98 0.77 # 29425 # 30243 # -1 # ID=3_26;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.623
